GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,1022500270,221,1630142,Leonie Fiebich,1611661313,New York Liberty,2,2,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,203,114,1,1,20250905,SEA,NYL
Shot Chart Detail,1022500270,263,1630142,Leonie Fiebich,1611661313,New York Liberty,3,8,54,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20250905,SEA,NYL
Shot Chart Detail,1022500270,270,1630142,Leonie Fiebich,1611661313,New York Liberty,3,8,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,118,262,1,0,20250905,SEA,NYL
Shot Chart Detail,1022500270,275,1630142,Leonie Fiebich,1611661313,New York Liberty,3,7,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,32,1,0,20250905,SEA,NYL
Shot Chart Detail,1022500270,287,1630142,Leonie Fiebich,1611661313,New York Liberty,3,6,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,4,1,0,20250905,SEA,NYL
Shot Chart Detail,1022500270,478,1630142,Leonie Fiebich,1611661313,New York Liberty,4,4,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,11,1,1,20250905,SEA,NYL
Shot Chart Detail,1022500277,29,1630142,Leonie Fiebich,1611661313,New York Liberty,1,7,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,172,188,1,0,20250909,NYL,WAS
Shot Chart Detail,1022500277,35,1630142,Leonie Fiebich,1611661313,New York Liberty,1,7,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,232,31,1,1,20250909,NYL,WAS
Shot Chart Detail,1022500277,49,1630142,Leonie Fiebich,1611661313,New York Liberty,1,5,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,213,113,1,0,20250909,NYL,WAS
Shot Chart Detail,1022500277,207,1630142,Leonie Fiebich,1611661313,New York Liberty,2,4,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,23,1,0,20250909,NYL,WAS
Shot Chart Detail,1022500277,297,1630142,Leonie Fiebich,1611661313,New York Liberty,3,8,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,27,1,0,20250909,NYL,WAS
Shot Chart Detail,1022500277,478,1630142,Leonie Fiebich,1611661313,New York Liberty,4,4,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,147,221,1,0,20250909,NYL,WAS
Shot Chart Detail,1022500283,78,1630142,Leonie Fiebich,1611661313,New York Liberty,1,3,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,1,20250911,CHI,NYL
Shot Chart Detail,1022500283,88,1630142,Leonie Fiebich,1611661313,New York Liberty,1,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,172,1,0,20250911,CHI,NYL
Shot Chart Detail,1022500283,292,1630142,Leonie Fiebich,1611661313,New York Liberty,3,7,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,1,20250911,CHI,NYL
