GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,1022500122,37,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,6,9,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-28,72,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,65,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,3,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,106,219,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,69,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,3,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,11,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,90,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,1,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,98,263,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,114,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,0,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,-1,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,120,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,9,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,235,58,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,124,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,8,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,5,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,126,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,8,21,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,45,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,184,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,4,52,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-216,109,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,222,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,2,8,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-11,70,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,251,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,46,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-56,33,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,260,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,235,28,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,284,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,8,30,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,24,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,296,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,6,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,50,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,313,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,5,58,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,111,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,349,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,3,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,145,135,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,375,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,1,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-98,84,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,431,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,7,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,19,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,447,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,6,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,78,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,459,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,5,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-182,188,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,478,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,4,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-33,282,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500122,499,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,2,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,29,1,1,20250708,NYL,LVA
Shot Chart Detail,1022500122,527,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,0,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-134,244,1,0,20250708,NYL,LVA
Shot Chart Detail,1022500134,45,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,6,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-124,206,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,52,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,5,18,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,-3,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,65,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,4,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,139,118,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,186,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,6,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,9,167,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,206,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,5,36,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,29,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,225,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,4,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,7,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,241,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,22,220,66,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,248,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-94,157,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,257,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,2,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,137,273,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,281,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,46,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,18,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,285,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,31,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,1,1,1,20250713,NYL,ATL
Shot Chart Detail,1022500134,324,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,8,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,82,126,1,1,20250713,NYL,ATL
Shot Chart Detail,1022500134,328,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,7,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,13,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,333,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,7,30,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,33,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,345,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,6,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-38,258,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,354,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,5,45,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-42,97,1,1,20250713,NYL,ATL
Shot Chart Detail,1022500134,524,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,4,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,140,29,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,545,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,3,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,115,226,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,563,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,1,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,233,62,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500134,567,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,1,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,183,1,0,20250713,NYL,ATL
Shot Chart Detail,1022500144,9,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,9,18,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,20,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,47,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,5,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,34,1,1,20250716,NYL,IND
Shot Chart Detail,1022500144,50,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,5,12,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,72,133,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,54,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,4,36,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,18,1,1,20250716,NYL,IND
Shot Chart Detail,1022500144,89,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,2,22,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,182,195,1,1,20250716,NYL,IND
Shot Chart Detail,1022500144,116,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,0,22,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,23,1,1,20250716,NYL,IND
Shot Chart Detail,1022500144,122,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-207,163,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,221,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,4,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,210,109,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,223,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,202,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,236,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,2,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,1,271,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,316,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,8,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,224,113,1,1,20250716,NYL,IND
Shot Chart Detail,1022500144,431,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,45,165,424,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,471,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,7,32,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,4,1,0,20250716,NYL,IND
Shot Chart Detail,1022500144,477,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,6,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-194,154,1,0,20250716,NYL,IND
Shot Chart Detail,1022500147,91,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,2,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-143,65,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,111,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,1,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-145,218,1,1,20250722,NYL,IND
Shot Chart Detail,1022500147,117,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,0,22,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-94,76,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,182,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,5,41,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,67,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,203,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-138,226,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,211,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,21,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,25,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,239,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,1,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-200,174,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,290,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,8,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-122,18,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,312,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,6,16,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-17,77,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,505,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,5,29,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,57,102,1,1,20250722,NYL,IND
Shot Chart Detail,1022500147,512,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,4,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,21,1,1,20250722,NYL,IND
Shot Chart Detail,1022500147,518,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,4,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-7,1,1,20250722,NYL,IND
Shot Chart Detail,1022500147,528,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,3,52,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-186,163,1,1,20250722,NYL,IND
Shot Chart Detail,1022500147,534,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,3,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-85,226,1,0,20250722,NYL,IND
Shot Chart Detail,1022500147,545,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,2,38,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,53,1,0,20250722,NYL,IND
Shot Chart Detail,1022500155,9,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,9,33,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,211,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,48,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,6,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,169,181,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,181,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,8,29,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-229,29,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,214,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,6,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-4,90,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,243,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,5,9,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,34,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,248,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,4,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-6,281,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,283,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,2,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-115,267,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,303,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-12,70,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,305,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,28,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-13,44,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,337,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,9,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,178,211,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,344,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,9,16,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-32,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,362,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,7,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,46,260,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,375,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,5,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,23,-211,93,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,394,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,4,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,38,146,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,408,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,3,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,16,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,413,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,3,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-122,80,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,464,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,0,31,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-102,228,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,468,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,0,5,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-167,162,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,519,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,7,28,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,54,48,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,527,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,6,57,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,28,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,582,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,2,3,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,26,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500159,16,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,8,30,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,7,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,60,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-117,205,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,67,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,4,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,1,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,78,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,2,52,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,84,109,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,85,1629477,Sabrina Ionescu,1611661313,New York Liberty,1,2,20,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,7,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,138,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,9,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-77,224,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,145,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,8,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,5,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,176,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,6,6,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-73,120,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,191,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,5,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,5,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,213,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,3,57,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-3,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,247,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,1,30,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,23,-197,131,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,260,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,38,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,7,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,266,1629477,Sabrina Ionescu,1611661313,New York Liberty,2,0,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-171,166,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,278,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,9,1,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,11,1,1,20250726,NYL,LAS
Shot Chart Detail,1022500159,282,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,8,39,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,158,176,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,367,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,2,44,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,26,50,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,390,1629477,Sabrina Ionescu,1611661313,New York Liberty,3,2,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,69,240,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,473,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,6,36,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-172,46,1,0,20250726,NYL,LAS
Shot Chart Detail,1022500159,492,1629477,Sabrina Ionescu,1611661313,New York Liberty,4,4,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-62,158,1,1,20250726,NYL,LAS
